ID	class	tweet
639208860654374913	negative	@GulfWarVet123 @oceanbcake Never have, never will; Scumbag MBH lowlife POS maybe, but NEVER Pres. I hope the 1st Iran nuke hits him &amp; Kerry.
639262852826566656	neutral	Having #GOPers on abt #IranDeal a fail @Lawrence . Kerry wrote deal,explains it, and Pawlenty's 1st response "if U accept his math.." #WTF ?
639469431240921088	neutral	me and Kerry have somehow got to get away with leaving the hotel tomorrow with a snapped bed, no cutlery and broken curtains
639490700447510528	positive	Babysitting 10 kids tomorrow night with Kerry! It's gonna be hectic
639503007281975297	neutral	Trump reiterates Hillary Clinton is worst sec state ever but Kerry may take the title over Iran deal
639536530143318016	positive	These are awesome! Kerry, how much fun did you have at his photo shoot? https://t.co/cuEpeA9LJV
639553285704261633	positive	@KerryDrewFox5 Okay Kerry! Sorry I'm not going to see you at the 6pm news. I'm at work but I see you tomorrow morning. Have a great night.
639704227732844544	neutral	The Chinese are very concerned about Kerry's remarks. They will probably ask FIJI for military assistance.... https://t.co/YQCLQpIayZ
639750563924705280	positive	@Kerry4NY " Good morning Kerry! Happy Friday! Wishing you a safe and awesome labor day weekend!
639768112842326016	positive	@KerryDrewFox5 Morning Kerry it's Bill. Happy Friday wish i could have seen your outfit although i like your dress and heels from last night
639795713967325184	neutral	NEWS: Kerry says US may set up refugee camp structures to help with Syria crisis http://t.co/QJ2UF68FUs
639796700677283840	negative	No, Sam. The "we" in Kerry's statement is UNHCR, not the US government. Important distinction.  https://t.co/piNOmw6qbX
639807983615090688	positive	Kerry wrote a freaking book! Read all about it.  https://t.co/FxURPDVFho
639820791815671808	neutral	UPDATED!! Labor Day Weekend Schedule:  Foxboro: -Saturday: 8:30-9:45am Heated Flow with Kerry -Sunday: 10-11:15am... http://t.co/o6rIqgis0w
639899196615716864	positive	Best of luck to the kerry minors tomorrow , going for 4 in a row, would be a great achievement that shouldn't be overshadowed by football!
639970666725425152	neutral	@tonyjdell @LindaSuhler @hale_razor Their release should have been demanded before Kerry ever sat down at the table.
640069603616358400	positive	@ScandalABC @kerrywashington #TGIT and Kerry and Tony's little dance so cute and the cast is fab... looking forward to Thursday's telly!!
640096105959682048	neutral	@JohnKerry @Medium @TheIranDeal kerry the Judgement of G-D upon yr black conscience is going to be no myth may it be swift. Selah
640107860471386112	positive	@Slyone1069 have Kerry ever gone down this road, Dara sat out a semi, and Donaghy didn't appeal a red from the Cork game when Lynch did?
640140457415188480	positive	@ValhallaD6w the sun is out in Limerick and most definitely shining in Kerry. We almost in Ballybunion. Actual blue sky
640148352445874176	neutral	Minor Hurling Final (1st,2m) Kerry 0-1 Roscommon 0-0 #KerryGAA Kerry  off  the  mark
640159931799351296	neutral	I still need to know James's birthday, for the sun sign analasys, im guessing second deacon virgo, shy, not like Kerry, surprise me
640166034561986560	neutral	Kerry: Russia has lied about its activities in Ukraine: Secretary of State John Kerry said Tuesday that ...  (Fox)
640216838715088896	negative	Never been a Kerry fan but may they hammer 7 shites into Dublin and wipe the smile off their smug little faces!
640218191042617344	positive	Kerry will play Dublin in the All-Ireland Senior Football Championship Final on Sunday September 20th at 3:30pm in Croke Park.
640218551958286336	neutral	Dublin go onto play Kerry in the All Ireland Football Final on Sept 20th
640225371917578240	neutral	Kerry is in the last row 3rd from the right, Ellen Is 1 row 3nd from the left  viola is 2nd row 3rd from the left  https://t.co/d0z4GsMDOS
640226532225585153	neutral	Mayo fan today and a Kerry fan on the 20th..just once those cunts are beat !!
640227053594374144	positive	#kerryvdublin it is!!  Make sure to support the Kerry team with our great fundraiser this Friday!  #kerryforthedouble  Happy Saturday!
640253129867554816	positive	@KerryKatona7 @mrgsjkay Happy birthday Kerry...Have a great day tomorrow....x
640265928941416448	positive	@KerryKatona7 happy birthday for tomorrow Kerry,soo proud of how you've turned your life around,have a fab day xx
640271080171700224	neutral	What's your elephant in the room?  Mikaela &amp; Kerry, dished out hundreds of these stress balls on Saturday! If you... http://t.co/L0ykWm4LDd
640279729820536832	positive	@HRHgearoid I'm pretty sure the most of the country was supporting Mayo. I'm sure Kerry will be there natural selves in 2 Sunday's time.
640297664538501120	neutral	Kerry calls Russia about possible buildup in Syria: Secretary of State John Kerry came to Cuba on Friday and r...... http://t.co/kEVkZBY6k5
640468915555037184	neutral	Kerry woke me up at 8, and now shes fast asleep and im just sat here.
640530263857078272	negative	Kerry now starts begging Iran to release American hostages, Iranians laughing all the way to the bomb. # Sunday Morning Futures @FoxNews
640554326193082368	negative	Kremlin support of Assad regime may lead to possible"confrontation" with US led coalition:Kerry #RAAF @RodgerShanahan http://t.co/mk8ttNCGGG
640554906286452736	positive	Whatta match yesterday! We may have not won but we probably played better then Dublin and Kerry will in the final &lt;3
640559459509628929	negative	@Talk2Cleo @KerryMacuska That's right, ladies. I'm blaming everything on Kerry. Cleo this show may well eclipse the numbers of @JakeNeedham
640587723062030336	neutral	@timmbarton123 @voxdotcom We must keep working to make it happen tho. If Twitter/FB existed during Kerry he may have won! MySpace failed.
640612189871710208	positive	@daraobriain have two friends going to the show thurs Gary and Fiona just got engaged Gary from Monaghan Fiona from Kerry give them a shout
640679557146656768	neutral	Anyone heading to the Northern Territory Fashion Week Garden Party at Kerry's this 27th of September - don't... http://t.co/QHy7W9Jejg
640701356584529920	negative	@TigonisYesis @ChrisCoon4 @ActForAmerica May I ask, have you read the bill, including the provisions that neither Congress nor Kerry saw?
640783729854582784	positive	Kerry may you rest in peace, you will live on through your kids and grandkids who you must be so very proud of,... http://t.co/SJJUdGp5z3
640835305751375872	neutral	Somewhere in Kerry last night. Now back up to Dublin for the night before going back to Leeds Tuesday. https://t.co/cELWcnDRx3
640898120365142017	positive	Thank you Kerry @drpepper hope we see you Friday in Grapevine Tx for the @TeamRWB DFW 9/11 Memorial Run http://t.co/4hyw4MERKY
640946565843165184	positive	@JHiker711 @MaxAbrahms wrong. US may get a paper with Iran's signature and Kerry may get hopeful hug from Zarif.All depends on Khamenei lol
641067532066115584	positive	@MsRank Thanks Kerry! Break a leg tomorrow in the new digs :D
641130228631277573	neutral	@strngwys @mskerryd A different Robbie. Also, Kerry doesn't know I brought Madelines to you and Engadget on Friday but she was gone. Shhh.
641146416316985344	positive	Like Kerry Frith (Author)  page for your updates on her books &amp; special offers  1st two books of the cocktail &amp;... http://t.co/ZpsYPTvotp
641148534352388096	neutral	@DowlingWendy @bernasher Roll on the 20th and Kerry
641277906367475712	positive	We have Kerry for @CYPNNorthampton with us tonight at Tuesday club playing Kerry's special game
641281467054747648	positive	Tomorrow in #BurgessHill Bring your testers down to CEF, RH15 9TT for a Calibration day with Kerry. Competitive prices and same day service
641307114703601664	neutral	Customer Service Advisor Kerry: Kerry, Hours of work: 37.5 hour working week between the hours of Monday to Fr... http://t.co/xhEQDNkJVy
641307677902131200	neutral	Sooooo....Chef Kerry has an extra ticket to the Owls Head Transportation Museum Gala on September 12. Kerry and... http://t.co/d0o1Gl86S2
641324026426716161	negative	@KGullic I think everyone is having trouble with it by the sounds of it Kerry. C'mon @support sort it out please
641331133129621504	negative	@offtheball went to QF with Kerry lad who before game hoped that dubs would not beat Kerry by a cricket score. Game over in 1st 10 mins cute
641346868346122240	negative	Big Rally tomorrow, again it looks like too little, too late.  Where was everyone before Kerry and Obama F'ed Up? https://t.co/idqCp02CNc
641352376838844416	neutral	Want to see the Dubs play(beat) Kerry in the all Ireland final Sunday week but have no ticket ?   We are raffling... http://t.co/T8Tkk2N5pD
641394262031007744	neutral	@kerryamchugh Trust me when I say that you are not alone, Kerry; mile 11 of Sunday's half marathon felt worse than mile 23 of my 1st full!
641402528714915841	negative	@Augustine25 @BillKristol we may elect to forget famous Iran Contra then under Bush till he declared Axis of Evil every one failed Kerry did
641430922164858881	neutral	Kerry attends "annual refugee resettlement and admissions program consultations" on the Hill tomorrow. Then he meets Durbin, #IranDeal whip.
641448750670589953	neutral	@Bjams2am @totlth @DiveConLFP @katie_kalpin @amperg33 @pricklypear12 the Clinton 2nd time, then Bush, then Kerry then I must confess Obama.
641505557451571200	neutral	Paula &amp; Dave signing off. Lotte &amp; Kerry will be here to answer any electrical queries you may have.
641506596074430464	neutral	@KennethBartlet9 Rush said the other day that HRC was worst S.O.S. ever but Kerry is catching up..(may have been quoting someone)
641517670404243456	neutral	The GAA has appointed Meath referee David Coldrick to take charge of the All-Ireland final showdown between Dublin and Kerry on Sunday week.
641573894663614464	positive	If you're in Kerry tomorrow evening and looking for some fun, come on down to St John's in Listowel.   Love,... http://t.co/6r1hQ23vwi
641593559100059649	neutral	@DeclanOBrien_ Got it Monday first with Cyril, Tuesday last with Kerry, Wednesday second and Friday fourth.
641598431014846465	negative	Americans taken hostage by Iran Houthis back in march ..Kerry kept it quiet while Iran deal was being negotiated  so Americans would approve
641601136290607104	positive	Calling all @RyanSounds Kerry fans he is live this FRIDAY Tickets 0646671555 http://t.co/Im6X3ubzFM
641653392784388097	positive	Kerry is a place for all seasons and when the sun shines,it's hard to beat! by Chris O Callaghan on Mt Brandon:) http://t.co/gPW8zbJ8uT
620093266071949312	negative	Turns out watching the Kurt Cobain doco when feeling edgy on an oppressively rainy Sunday wasn't a great choice. Someone bring kittens.
620387417758003200	positive	Watching the Kurt Cobain doc while making bday cake and FODMAP approved pizza sauce. Good Sunday of bday weekend.
620611883683446784	positive	Running past Kurt Cobain's house when Nirvana comes on the ol' iPod. Good vibes for Monday. #Nirvana #MondayRunday
620620111582502912	neutral	The doc Soaked in Bleach, out August 14, looks into Kurt Cobain's death. Read what the director has to say about it: http://t.co/4uxiuX1UsT
620649328600870912	neutral	@3fab5all @hiberlinberlin @tomgrantpi if I knew on April 1st 1994 that Kurt Cobain was going to die, I must have known the emotional reasons
620704139849433089	neutral	Kurt Cobain: how low? Me: @AllTimeLow.  I may or may not be a little in love with ATL, don't judge me.
620924748726296576	neutral	@uanliam @ziallrise she said kurt cobain is her 2nd 'bae' but she doesnt even know what he looks like uum
621559502182035456	neutral	@DannyBrennan72 as long as you don't go all Kurt Cobain on me, he may have been awesome, but he might not have made the best choises lol
621623293590814720	positive	Don't miss the @DIFFest doccie, Kurt Cobain: Montage of Heck. See @WitnessKZN tomorrow (July 17) for more or go to http://t.co/iq4CA4dliW
622443631799083008	negative	@itsrobotface DO NOT watch the Kurt Cobain doccie. Just don't. Self Portrait, The Cult of JG Leroy, virunga &amp; They Will Have To Kill Us 1st
623008721669455872	positive	this Kurt Cobain documentary broke my heart. May he rest in peace and i hope Justice honors his death. #KurtCobain #Justice #Nirvana
623736431064842240	positive	Music you may not know: #37 The Vaselines. Kurt Cobain loved them and so do we #CLICrecs http://t.co/divhd0F6bE http://t.co/vlrOYzWKU7
623829358063566848	neutral	"Some may find this childish, but I revel in it." - Kurt Cobain 1967-1993
624059131079618561	neutral	February 20th! Same day as Kurt Cobain https://t.co/p71fLtp9kH
624390461462065152	negative	I think on some day's may the spirt of Kurt Cobain be with me so I dont  bitch slap everyone
624399619561230336	neutral	"...bizarre rituals intended to bring about the end of the world, and now it looks like it may actually happen!" - Kurt Cobain 1967-1993
624400624071872512	neutral	Video: Endorsing #Fender with the Kurt Cobain #jaguar #guitar going into a #mustang Minor 3rd setting (at... http://t.co/t1johd5pe4
624645175172857856	neutral	"Kurt Cobain" just Snapped me this after I told him I work tomorrow. http://t.co/Ydsbo1FShw
625124903184773120	neutral	Girl thought she was sharing cool pics of dad + Kurt Cobain. Turns out they're pics of Nirvana's 1st show ever. RAD. https://t.co/9kOrulEppj
625444568771620864	neutral	If Kurt Cobain knew his music would be being played in an Applebee's at 6 pm on a Sunday, he'd roll over in his grave
625865025585053697	neutral	I hate Jon for making me watch the Kurt Cobain documentary because I'll end up listening to Nirvana all day tomorrow.
625924909445828608	neutral	"Peter, at 1:40 PM at the main branch of the New York Public Library on 5th Avenue..." - Kurt Cobain 1967-1993
625975252191956992	neutral	"May I please see the storage facility?" - Kurt Cobain 1967-1993
626305165713371136	neutral	"Right, I'll see you Thursday! I'm sorry I didn't get to meet you, sir!" - Kurt Cobain 1967-1993
627278809310605312	positive	Previously unreleased Kurt Cobain song debuts in #MontageOfHeck http://t.co/jXfnUbyOX2 See it in these theaters Aug 7 http://t.co/432goMDxKf
627305498212216832	negative	Smells Like Teen Spirit playing between the top and bottom of the 10th. Probably not what Kurt Cobain had in mind.
627872194249523200	neutral	@brettmorgen but I kept trying to tell people starting on April 1st 1994 that I knew Kurt Cobain was going to die.
628567175641595904	negative	Nirvana was scheduled to headline Lollapalooza in 1994 but dropped out on April 7th. Kurt Cobain's dead body was found the next day.
628675964537577472	neutral	A judge ruled Friday that the graphic photos of Kurt Cobain's death will remain sealed per the wishes of his... http://t.co/PCKsWB9VYN
628964462175895552	neutral	"No amount of effort can save you from oblivion." --Kurt Cobain #MONTAGEOFHECK // AUG 7 // http://t.co/b7AUOuEGqQ http://t.co/RBfey0nwr2
629251532744208384	positive	For all the fans outthere: Kurt Cobain's 1st band album http://t.co/o29ijWhLDY poke @antoineclenet
629328945981198336	positive	KURT COBAIN: MONTAGE OF HECK Returns to Theaters August 7th with New Demo Track http://t.co/3VorwZpjNo #FilmFiends #Fan220
629443702340091904	neutral	I just sat in my room and full fledge sobbed over Kurt Cobain's death... I'm fine. This is totally normal. Nothing 2 see here.
629600491010289664	positive	went to Kmart last night and saw a Kurt Cobain t-shirt, i had to buy it!! 5th favourite shirt lol
629786165504294913	positive	Kurt Cobain was a hero for a generation that just wanted to live in the moment and not think about tomorrow
629822969385123840	positive	Tomorrow is going to be interesting let's see what my mom will say about me wearing my Kurt cobain shirt to a party
630154176803303424	neutral	Is there anywhere in the United States of America that has the book Journals by Kurt Cobain? I mean, c'mon.
630194700968939520	positive	Spending my Saturday night watching a Kurt Cobain documentary at a vintage theater because that screams, "hey you're a fun millennial"
630564111366115328	positive	Saturday night my Year of Living Documentarously continued with Kurt Cobain: Montage of Heck.
630576213568782336	neutral	I remember one time in like 6th grade I didn't want to be in the news because I was wearing a Kurt cobain shirt .
631315432494997504	neutral	Video - Kurt Cobain solo album to be released in November&gt;To coincide with DVD/Blu-ray release of Brett Mor...http://t.co/4V0Li8OZb6 #video
631327755523739648	positive	Check out the Japan top chart: Kurt Cobain solo album set for November release http://t.co/zgjzLaxCIk
631362482309722112	neutral	An album of unheard Kurt Cobain demos you say? Just take our money already http://t.co/Mbwle6GIIM #MontageofHeck http://t.co/8WvkFG2oDw
631412882316460032	positive	No big deal, just a Kurt Cobain solo alburm that includes a COMEDY SKETCH http://t.co/h2Q0QZAkpu
631431480141578240	positive	On November 6, the Kurt Cobain "solo album" will be released.
631490996505710592	positive	I really want the Kurt Cobain album coming out in November
631495757133160448	positive	I'm a little too excited about this Kurt Cobain albums m coming out in November!
631511384933576704	neutral	Kurt Cobain Solo Album + Comedy Sketch To Drop in November with http://t.co/jumAPFeaoD #endless-scroll #KurtCobain #MusicNews
631521619689639936	positive	Kurt Cobain solo album to be released in November.  I guess he's taking another shot at music.
631565030450855936	positive	KURT COBAIN Masterpiece #MontageOfHeck opens Friday! Filmmaker @brettmorgen in person for Q&amp;A after the 7pm show! http://t.co/tsopstUsSG
631588874989363200	positive	Kurt Cobain solo album to be released in November. No plans currently for a winter U.S. tour to support it. #LiveFromTheBanksofTheRiverStyx
631686553652166656	positive	kurt cobain's solo album will be released november 6 alright ok ya i can dig it
631781759164788737	neutral	If the music is unheard how do they know it's from Kurt Cobain? https://t.co/Qrr5sTy1SH
631807605355192321	negative	According to rolling stone, Kurt Cobain is the 12th greatest guitarist of all time... Somebody actually thinks this and it hurts me.
631975073922969603	positive	Kurt Cobain Solo Album Given November Release Date: The soundtrack for the Kurt Cobain biopic Montage of Heck,... http://t.co/OEJ0dT71cf
632069291320430593	positive	A new album of unreleased Kurt Cobain solo music drops in November! Any Nirvana fans in the house? http://t.co/ZKedpmGbI9
632069863025020928	negative	Kurt Cobain solo is not Nirvana! Nirvana is a four-piece! How dare you!? ;) https://t.co/5BSIuBZGzR
632119674713456640	positive	Kurt Cobain's Solo Album Will Be Released In November - Pink is the New Blog http://t.co/uupTLUrwV9
632304917043113984	neutral	"Sunday morning is every day for all I care" - Kurt Cobain @dodgeball_3
632336871251668992	positive	A Kurt Cobain solo album due out in November??? It's about time... Tupac's been doing it for years. Thank you @Nova_Bean666
632362586240090112	positive	"So let's set the world on fire. We can burn brighter than the sun." - Kurt Cobain 1967-1993
632404457515433984	neutral	So apparently we're sitting in the same booth that Kurt Cobain sat in @FurryGrammar @SammehSam http://t.co/O3MelY8eCD
633127857942867968	negative	I think, sadly, that Kurt Cobain and Philip Seymour Hoffman may have, despite their grim deaths, glamorized the drug
633775867358003200	positive	Are you excited #Nirvana fans? Unreleased Kurt Cobain songs to come out in November! via @CNN http://t.co/o7b47x1yhu http://t.co/Jk3Uu5bHVz
633810099472060416	neutral	I love REM but Sweetness Follows may be the most depressing song ever. Kurt Cobain may have even killed himself whilst listening to it ffs.
633851643273039872	positive	"...and the sun became as black as sackcloth. And the moon became as blood." - Kurt Cobain 1967-1993
634345897409822721	neutral	"Now I gotta cut loose, footloose, kick off the Sunday shoes. Please, Louise, pull me off of my knees." - Kurt Cobain 1967-1993
634940828075429888	positive	Top: Kurt Cobain Solo Album Given November Release Date - with the DVD release of the film http://t.co/XpcSaj97jd http://t.co/Soz7fLqbY3
635295403781586945	positive	"And I'm glad you're feeling much better. You're still very pale, though! A little sun..." - Kurt Cobain 1967-1993
635772474651770880	positive	On Friday, Courtney Love posted a nostalgic image of her with Kurt Cobain and their daughter, Frances Bean... http://t.co/U1yc7W6Ta3
636212088394924032	positive	Today In Photos: Courtney Love Shares Sweet Throwback with Kurt Cobain http://t.co/Cp1otzfJDP via @harpersbazaarus
636343697773195264	negative	I'd say I want to be like Kurt Cobain but I can't bear the thought of living till I'm 27. Blow my head off with a shotgun tomorrow.
636947940968300544	positive	It has been almost 21 years since Kurt Cobain the lead of Nirvana died.I find it truely amazing that his legacy still lives on. May he R.I.P
637373953019932672	positive	Just saw "Soaked In Bleach". All I can say is that it may very well be the best movie revealing many facts about Kurt Cobain's death... :O
638172849564311552	neutral	Dear God, may we trade you all the music "artists" at tonight's #MTVVMAs and have Frank Sinatra and Kurt Cobain back? Please? #Amen
638908405923586048	neutral	Exhibit B  (Blind Melon performing Change on the day Kurt Cobain's body was discovered April 8 1994)  http://t.co/ZyaKjPVYV2  @cossa68
639342912598376448	positive	@Annie_1251 if ugly sunday's your fave u'll prob enjoy his 1st album. fun fact, kurt cobain does backing vocals in a song (down in the dark)
639398857760223232	neutral	Check out the trailer for the Kurt Cobain doc, screening here Fri 11 Sep http://t.co/0yjY7LhEKR
640097077486329856	neutral	Kurt Cobain Solo Release http://t.co/tMRSLRvLYX Any REAL Nirvana fan WILL NOT be buying this.. just money grabbing Brett Morgan and Courtney
640971810968834048	neutral	This is a tribute to Kurt Cobain. It's the same recording that I already posted, Season's in the Sun, but... http://t.co/l0b4jU7s0d
641395795472838656	positive	As you may already know, we are back from our one day observance of Labor Day. Stop by or email bridal@hallak.com today!
641396613106302976	negative	Alabama State Troopers investigated seven fatal traffic crashes that resulted in nine deaths during the Labor Day holiday from Fri. to Mon.
641396841158840321	positive	We hope you Cougars had a great Labor Day weekend! This Friday we will have Ultimate Cougar on the USU Lawn at 7pm!
641402929732288512	neutral	@KRScienceLady Thanks Kathy! Just walked in the door &amp; forgot it was Tuesday! Darned Labor Day threw me off! :)
641403361825198080	positive	@becka_aedglobal @revoluzionne Thank you!  =)  Quick note: Orccon is Presidents Day weekend (Feb), not Labor Day. :) http://t.co/hFVfvtejPe
641404970248466432	neutral	Force Friday and Labor Day have nothing to do with Jesus!  https://t.co/34XcrVaoLT
641405547053498368	positive	Labor day deserves an entire week off from school instead of just a monday. #LaborDayWeek
641405742159826944	positive	Lol @my professor today "jeez Morgan did you have too much fun on Labor Day?" Yes. Yes I may have
641406856397746176	positive	@Money_Manifesto @DearDebtBlog haha I just told someone I'm still enjoying the Labor Day weekend and was told it's Tuesday.
641408178207395840	positive	ICYMI the AFHS Labor Day Sale has been EXTENDED, but don't wait it absolutely ends MONDAY! #ThisIsHome http://t.co/L3Qu2Tfkkm
641408289608212480	positive	Labor Day is a glorious holiday because children go back to school the next day. It may as well have been call... http://t.co/pWeXbaG9So
641408866119454720	positive	For those of us who worked Labor Day, today was still a Tuesday, but for the rest of you folk, this was your day! http://t.co/rGJZSuRtZJ
641408940450840576	positive	I only forgot today wasn't Monday once!  Better than usual on the day after Labor Day!
641410550300344320	positive	This Week in NYC: Sept. 8-13 - Monday Happy Labor Day! We hoped you closed out the summer season with lots of time... http://t.co/7ff6lK7beS
641411007617867776	neutral	Is your computer acting like it is still on Labor Day break? Just reboot - It's patch Tuesday :) http://t.co/F3DSKUm9Qf
641413483993559041	positive	Go to tech school Mon-Wed nights from 5:30-9:20. Had Monday off for Labor Day this week, got out early at 7:30 tonight. #TheseAreGoodThings
641414230596583424	neutral	Had to do overtime today due to too much bs on Labor Day chest day and back day both went in can't wait to be back on track tomorrow
641420797546901504	neutral	I wish they'd make Memorial Day and Labor Day on Fridays....no real difference, but having a Friday off seems so much better than a Monday.
641421233326850048	positive	"Keep the Sabbath, keep it holy" Ex. 20:8. God commanded us to rest 1 day EACH week! We may have 1 Labor Day, but God gives us 52 or 53!
641429385493377024	neutral	Reminder that if you normally have city garbage pickup in Lexington on Mondays, it will be tomorrow due to the Labor Day holiday
641429567618461696	neutral	No home opener info over Labor Day weekend. Instead, we learned that all home games will be Friday or Saturday, with one Sunday afternoon.
641431082110427137	negative	MARKET WATCH: NYMEX crude oil prices slipped going into Labor Day - http://t.co/CnKyBtN2Ie
641431745410297856	negative	@memoriesagb That's last weeks chart, this week's chart is coming tomorrow. They didn't post it today because of Labor Day.
641433858550796288	positive	How was everyone's Labor Day weekend? Hopefully you had lots of time for fun in the sun! #mauibeachblankets... http://t.co/2beK9tWyqw
641438170001739776	positive	@jonnyjlm My oldest niece was born in September. It's almost always hot on her birthday. P.s.Went to the lake for Labor Day weekend &amp; melted
641440968353316864	positive	D'Frankie's Studios after Labor Day flash sale is going on now until tomorrow at midnight. Message us for more... http://t.co/UlEODPGFop
641442602286346240	positive	~Sunrise Over Oregon's Bay Area~ Taken Labor Day morning at the North Bend Boardwalk, the sun just starts to make... http://t.co/DACVTGyo7O
641446016017821696	negative	Only just realizing it's fucking Tuesday. Labor Day, you have messed up my streaming schedule! &gt;:O
641454796973735936	neutral	join me and @KennyPolcari on Sept 10 after the close!  fun webinar after Labor Day https://t.co/BlzsXzzsKa
641455718562816001	positive	#independent Ludacris wraps up his 10th anniversary of LudaDay weekend: Step aside Labor Day, the... http://t.co/Hr9YQJWVMi #news #world
641457885931659264	neutral	*firework go off  Jake: it's way past 4th of July wtf  Me: Memorial Day?  Jake: makes sense  Me:  Jake: Me: Jake: Labor Day you jackass   Oh
641458744606392320	positive	Tomorrow... Ima hit this gym thang, and sauna until I flush out all the lunchables I ate and all the bong rips I took this Labor Day weekend
641460362873716736	neutral	Ahahahahhha when Labor Day messes you up &amp; u forgot it's Tuesday &amp; not Monday so all your online class assignments are due &amp; u have 2 hrs
641462690272124929	positive	After 5 days of going out this past Labor Day weekend... I'm literally relaxing this whole week and not going out until Saturday.
641483797100294145	positive	I managed to go through the entire weekend, including Labor Day, AND Tuesday, without seeing any #Cornhusker highlights. And @PTI ruined it.
641484530268958720	neutral	@GayPatriot only September? Maybe it should be at least an "No Oliver Willis after Labor Day"
641487253533954048	positive	@_brian_estrella I just got two at zumiez &amp; I'm so sad bc it's hot as fuck. Like Labor Day means summer is over the sun needs to chill
641498274646609920	neutral	Labor Day weekend fun in the sun. A great white shark finds himself beached on the shore of Wellfleet beach Cape Cod,MA. After hours of
641517687974195201	neutral	@DODGERS_FAN_81 It's been saying "arrived at hub" since Sunday but I guess it has something to do with Labor Day. We'll see.
641523725976756224	positive	2015 Muscle Beach - Labor Day: Find all of the coverage here of the 2015 Muscle Beach - Labor Day, held on September 7th, in Venice, CA!!
641533927824363520	positive	Aww it's Labor Day on the movie, that was just Monday haha
641538104789078016	positive	16th Annual Labor Day at the Louisville Zoo has been a complete success! Lots of friends and families of Labor... http://t.co/vYtnRadDYn
641541712280743936	positive	Good morning...back after a couple of days off for Labor Day weekend.  So today is my Monday. I make no promises. Ready with @ShebaTurk
641544311205724160	positive	Happy Wednesday!  I hope you had a great Labor Day weekend! From flights to new Asheville restaurants to... http://t.co/JOj9MxHkpL
641545209541730304	positive	Don't get comfortable just because Labor Day is over! Can You Dig It!!!??? I can tell you what I'm doing Sunday!... http://t.co/vsXUVbGitI
641563697303941124	neutral	__NotBB: So my job gave us Labor Day off, but now they are tryin to make us work Saturday http://t.co/DxGnjUeM7s http://t.co/QWGfFsHsro
641568705713848320	positive	Can it be almost Thursday?? YES IT CAN! Labor Day has come and gone... but Shari's Open Mic keeps on keepin' on! http://t.co/kVTp2ZH60f
641576535728738304	positive	Photo: Ready to Ship Today!! Yes the Labor day sale may be over but you can still get the fan favorite... http://t.co/aUM48q1Ytq
641577572178857985	positive	September 6th, Labor Day 2015 marked the 58th Annual Mackinac Bridge Walk.  Every year 40,000 people come to walk... http://t.co/q6iEkEhqPs
641582862085562368	neutral	The Professional Development Series is off this week for Labor Day.  We will return next Tuesday with another #webinar.
641584836222808064	positive	Hello everyone!  I had a fabulous time in Hermitage PA, on Labor Day!  As you may or may not know, I was in... http://t.co/UD0vLq4mEM
641585352172535808	positive	Good morning and welcome to another wonderful Wednesday! Thanks to Labor Day we're midway through the week... http://t.co/TPzDMPs6Z4
641585901752221696	negative	@SIstingrays @StevenMatteo Monday was the Labor Day holiday. We are catching up with the 11,000 tons of trash that didn't get picked up.
641586250839912448	positive	Breaking News: #New Haven New Haven- Labor Day means fun in the sun http://t.co/vD9YpJGSU1
641597549749608448	negative	#SBYBuzz: This Labor Day weekend, violence continued in the District. Tuesday morning, public officials commented: http://t.co/f19A1gid4o.
641599667470401536	neutral	Walmart Wednesday! Oops, it's after Labor Day and somebody is still wearing white! http://t.co/m8xzXoxPuM
641603995778293760	positive	Sep 5: Roland and Hector, from Wellington FL, treated their boys to some Labor Day snapper fishing with Capt.... http://t.co/7ETci1LpOd
641608158620815360	neutral	It may be Wednesday, but with the Labor Day holiday on Monday, it feels like Tuesday--at least that is our story... http://t.co/yrUcENIw3c
641609859746656257	positive	There is still time to take advantage of some of the best post Labor Day deals in market. #savemoney https://t.co/UyJHZu1SeF
641621167715975168	positive	...and rolling right from our Labor Day sale we'll be announcing something new tomorrow. So if you haven't... http://t.co/laugISSG0D
641623300691652608	neutral	After Labor day its hot coffee till May
641624947585105920	neutral	The normal Wednesday trash pick-up has been pushed to Thursday this week due to Labor Day Holiday. So, if you... http://t.co/WSG9m5nqUO
641628092843360256	neutral	FYI: we're taking a hiatus through end of Sept., but we'll see you again in October! [pic from Labor Day catering] http://t.co/qVJZqju8wQ
641628310938779648	positive	Hope everyone had a great Labor Day! We will be back in the distillery tomorrow for tours and tastings!
641632300258582528	neutral	Labor Day may be past, but we still have plenty of grilling weather ahead.  One of the many joys of living in... http://t.co/RPYpzSnpId
641633680390275073	neutral	Also keep in mind that due to Labor Day we did not have a Monday shipment. Monday orders will go out with today's instead.
641633909508182016	positive	Labor Day might be over, but festivals are still going on, including the 22nd annual East Troy Bluegrass Festival... http://t.co/8nLyBE3UoO
641640958812123136	positive	Happy Goodwill Wednesday! I almost forgot what day it was. Stupid Labor Day weekend has me all jacked up.... http://t.co/a1tvFEofhv
641641828551364609	negative	I went to class with no paper on Monday so I had to write the notes inside my book.. That's why there shouldn't be class on Labor Day
641642487006650369	neutral	Labor day is making me a day behind. Today's Wednesday but it feels like Tuesday
